Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
longline-cardigan,,,,,,,Size,XXL,,,,,SF-LONGLINECARD-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-cardigan,Cable Knit Cardigan,<p>Aran cable panels. Traditional craft.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-CABLEKNITCAR-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Cable Knit Cardigan,Aran cable panels. Traditional craft.,active
cable-knit-cardigan,,,,,,,Size,S,,,,,SF-CABLEKNITCAR-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-cardigan,,,,,,,Size,M,,,,,SF-CABLEKNITCAR-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-cardigan,,,,,,,Size,L,,,,,SF-CABLEKNITCAR-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-cardigan,,,,,,,Size,XL,,,,,SF-CABLEKNITCAR-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-cardigan,,,,,,,Size,XXL,,,,,SF-CABLEKNITCAR-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-merino-cardigan,Fine Merino Cardigan,<p>Lightweight merino. Under-jacket layering.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-FINEMERINOCA-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Fine Merino Cardigan,Lightweight merino. Under-jacket layering.,active
fine-merino-cardigan,,,,,,,Size,S,,,,,SF-FINEMERINOCA-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-merino-cardigan,,,,,,,Size,M,,,,,SF-FINEMERINOCA-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-merino-cardigan,,,,,,,Size,L,,,,,SF-FINEMERINOCA-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-merino-cardigan,,,,,,,Size,XL,,,,,SF-FINEMERINOCA-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-merino-cardigan,,,,,,,Size,XXL,,,,,SF-FINEMERINOCA-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
ribbed-cardigan,Ribbed Cardigan,<p>Full-rib construction. Close-knit fit.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-RIBBEDCARDIG-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Ribbed Cardigan,Full-rib construction. Close-knit fit.,active
ribbed-cardigan,,,,,,,Size,S,,,,,SF-RIBBEDCARDIG-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
ribbed-cardigan,,,,,,,Size,M,,,,,SF-RIBBEDCARDIG-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
ribbed-cardigan,,,,,,,Size,L,,,,,SF-RIBBEDCARDIG-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
ribbed-cardigan,,,,,,,Size,XL,,,,,SF-RIBBEDCARDIG-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
ribbed-cardigan,,,,,,,Size,XXL,,,,,SF-RIBBEDCARDIG-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
patch-pocket-cardigan,Patch Pocket Cardigan,<p>Two lower pockets. Utility meets craft.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-PATCHPOCKETC-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Patch Pocket Cardigan,Two lower pockets. Utility meets craft.,active
patch-pocket-cardigan,,,,,,,Size,S,,,,,SF-PATCHPOCKETC-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
patch-pocket-cardigan,,,,,,,Size,M,,,,,SF-PATCHPOCKETC-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
patch-pocket-cardigan,,,,,,,Size,L,,,,,SF-PATCHPOCKETC-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
patch-pocket-cardigan,,,,,,,Size,XL,,,,,SF-PATCHPOCKETC-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
patch-pocket-cardigan,,,,,,,Size,XXL,,,,,SF-PATCHPOCKETC-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
oversized-cardigan,Oversized Cardigan,"<p>Dropped shoulder, wide body. Intentionally relaxed.</p>",Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-OVERSIZEDCAR-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Oversized Cardigan,"Dropped shoulder, wide body. Intentionally relaxed.",active
oversized-cardigan,,,,,,,Size,S,,,,,SF-OVERSIZEDCAR-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
oversized-cardigan,,,,,,,Size,M,,,,,SF-OVERSIZEDCAR-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
oversized-cardigan,,,,,,,Size,L,,,,,SF-OVERSIZEDCAR-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
oversized-cardigan,,,,,,,Size,XL,,,,,SF-OVERSIZEDCAR-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
oversized-cardigan,,,,,,,Size,XXL,,,,,SF-OVERSIZEDCAR-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
classic-crew-t-shirt,Classic Crew T-Shirt,<p>The everyday anchor. Premium 180gsm knit.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-CLASSICCREWT-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Classic Crew T-Shirt,The everyday anchor. Premium 180gsm knit.,active
classic-crew-t-shirt,,,,,,,Size,S,,,,,SF-CLASSICCREWT-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
classic-crew-t-shirt,,,,,,,Size,M,,,,,SF-CLASSICCREWT-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
classic-crew-t-shirt,,,,,,,Size,L,,,,,SF-CLASSICCREWT-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
classic-crew-t-shirt,,,,,,,Size,XL,,,,,SF-CLASSICCREWT-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
classic-crew-t-shirt,,,,,,,Size,XXL,,,,,SF-CLASSICCREWT-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
henley-neck-t-shirt,Henley Neck T-Shirt,<p>3-button placket. Between casual and dressed.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-HENLEYNECKTS-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Henley Neck T-Shirt,3-button placket. Between casual and dressed.,active
henley-neck-t-shirt,,,,,,,Size,S,,,,,SF-HENLEYNECKTS-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
henley-neck-t-shirt,,,,,,,Size,M,,,,,SF-HENLEYNECKTS-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
henley-neck-t-shirt,,,,,,,Size,L,,,,,SF-HENLEYNECKTS-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
henley-neck-t-shirt,,,,,,,Size,XL,,,,,SF-HENLEYNECKTS-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
henley-neck-t-shirt,,,,,,,Size,XXL,,,,,SF-HENLEYNECKTS-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-fit-crew,Slim Fit Crew,<p>Fitted silhouette. Clean single-needle construction.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-SLIMFITCREW-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Slim Fit Crew,Fitted silhouette. Clean single-needle construction.,active
slim-fit-crew,,,,,,,Size,S,,,,,SF-SLIMFITCREW-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-fit-crew,,,,,,,Size,M,,,,,SF-SLIMFITCREW-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-fit-crew,,,,,,,Size,L,,,,,SF-SLIMFITCREW-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-fit-crew,,,,,,,Size,XL,,,,,SF-SLIMFITCREW-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-fit-crew,,,,,,,Size,XXL,,,,,SF-SLIMFITCREW-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pocket-t-shirt,Pocket T-Shirt,<p>Chest pocket detail. Effortless.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-POCKETTSHIRT-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Pocket T-Shirt,Chest pocket detail. Effortless.,active
pocket-t-shirt,,,,,,,Size,S,,,,,SF-POCKETTSHIRT-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pocket-t-shirt,,,,,,,Size,M,,,,,SF-POCKETTSHIRT-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pocket-t-shirt,,,,,,,Size,L,,,,,SF-POCKETTSHIRT-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pocket-t-shirt,,,,,,,Size,XL,,,,,SF-POCKETTSHIRT-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pocket-t-shirt,,,,,,,Size,XXL,,,,,SF-POCKETTSHIRT-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-t-shirt,Longline T-Shirt,<p>Extended hem. Tucks or hangs clean.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-LONGLINETSHI-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Longline T-Shirt,Extended hem. Tucks or hangs clean.,active
longline-t-shirt,,,,,,,Size,S,,,,,SF-LONGLINETSHI-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-t-shirt,,,,,,,Size,M,,,,,SF-LONGLINETSHI-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-t-shirt,,,,,,,Size,L,,,,,SF-LONGLINETSHI-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-t-shirt,,,,,,,Size,XL,,,,,SF-LONGLINETSHI-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-t-shirt,,,,,,,Size,XXL,,,,,SF-LONGLINETSHI-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pique-t-shirt,Pique T-Shirt,<p>Textured pique knit. One step above jersey.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-PIQUETSHIRT-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Pique T-Shirt,Textured pique knit. One step above jersey.,active
pique-t-shirt,,,,,,,Size,S,,,,,SF-PIQUETSHIRT-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pique-t-shirt,,,,,,,Size,M,,,,,SF-PIQUETSHIRT-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pique-t-shirt,,,,,,,Size,L,,,,,SF-PIQUETSHIRT-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pique-t-shirt,,,,,,,Size,XL,,,,,SF-PIQUETSHIRT-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
pique-t-shirt,,,,,,,Size,XXL,,,,,SF-PIQUETSHIRT-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-henley,Waffle Henley,<p>Waffle texture with henley neck. Tactile and warm.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-WAFFLEHENLEY-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Waffle Henley,Waffle texture with henley neck. Tactile and warm.,active
waffle-henley,,,,,,,Size,S,,,,,SF-WAFFLEHENLEY-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-henley,,,,,,,Size,M,,,,,SF-WAFFLEHENLEY-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-henley,,,,,,,Size,L,,,,,SF-WAFFLEHENLEY-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-henley,,,,,,,Size,XL,,,,,SF-WAFFLEHENLEY-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-henley,,,,,,,Size,XXL,,,,,SF-WAFFLEHENLEY-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
striped-knit-t-shirt,Striped Knit T-Shirt,<p>Horizontal rib stripe. Classic nautical nod.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-STRIPEDKNITT-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Striped Knit T-Shirt,Horizontal rib stripe. Classic nautical nod.,active
striped-knit-t-shirt,,,,,,,Size,S,,,,,SF-STRIPEDKNITT-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
striped-knit-t-shirt,,,,,,,Size,M,,,,,SF-STRIPEDKNITT-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
striped-knit-t-shirt,,,,,,,Size,L,,,,,SF-STRIPEDKNITT-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
striped-knit-t-shirt,,,,,,,Size,XL,,,,,SF-STRIPEDKNITT-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
striped-knit-t-shirt,,,,,,,Size,XXL,,,,,SF-STRIPEDKNITT-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
double-layer-t-shirt,Double Layer T-Shirt,<p>Two-layer construction. Structured drape.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-DOUBLELAYERT-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Double Layer T-Shirt,Two-layer construction. Structured drape.,active
double-layer-t-shirt,,,,,,,Size,S,,,,,SF-DOUBLELAYERT-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
double-layer-t-shirt,,,,,,,Size,M,,,,,SF-DOUBLELAYERT-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
double-layer-t-shirt,,,,,,,Size,L,,,,,SF-DOUBLELAYERT-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
double-layer-t-shirt,,,,,,,Size,XL,,,,,SF-DOUBLELAYERT-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
double-layer-t-shirt,,,,,,,Size,XXL,,,,,SF-DOUBLELAYERT-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-rib-t-shirt,Fine Rib T-Shirt,<p>1x1 rib knit. Body-following. Sleek.</p>,Stitch Fit,T-Shirts & Henleys,"t-shirts,henleys",TRUE,Size,XS,,,,,SF-FINERIBTSHIR-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Fine Rib T-Shirt,1x1 rib knit. Body-following. Sleek.,active
fine-rib-t-shirt,,,,,,,Size,S,,,,,SF-FINERIBTSHIR-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-rib-t-shirt,,,,,,,Size,M,,,,,SF-FINERIBTSHIR-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-rib-t-shirt,,,,,,,Size,L,,,,,SF-FINERIBTSHIR-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-rib-t-shirt,,,,,,,Size,XL,,,,,SF-FINERIBTSHIR-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-rib-t-shirt,,,,,,,Size,XXL,,,,,SF-FINERIBTSHIR-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
